DateTime;KOELGLEID_MSP_A.MSPChanged;KOELING_BAK:0310TT110.MEAS;KOELING_BAK:0310TT120.MEAS;KOELING_BAK:0310TT121.MEAS;KrachtMeting_MP1.KrachtMeting;KrachtMeting_MP1.KrachtMeting.Average
1-11-2019 07:00;1;13.67461275;12.15018303;14.82985973;4;169.7188311
1-11-2019 08:00;1;13.61063741;12.27343223;14.82985973;12.50533944;166.9621608
1-11-2019 09:00;1;13.74719214;12.127345;14.82985973;18.62728444;355.6287097
1-11-2019 10:00;1;13.72441929;11.92347736;14.82985973;15.41046556;356.2758983
1-11-2019 11:00;1;13.15402985;11.40845966;14.82985973;17.01979139;365.9553175
1-11-2019 12:00;1;13.15402985;11.40845966;14.82985973;20.54888556;385.6725886
1-11-2019 13:00;1;13.15402985;11.40845966;15.41775483;17.98970889;392.6428342
1-11-2019 14:00;1;13.15402985;11.40845966;15.82993031;18.79228194;444.5953114
1-11-2019 15:00;1;13.15402985;12.16038838;15.82993031;20.76899583;581.5747517
1-11-2019 16:00;1;13.35144041;12.43622017;15.82993031;35.09500333;551.6168828
1-11-2019 17:00;1;14.1662302;12.43622017;15.82993031;36.73841444;559.2733122
1-11-2019 18:00;1;14.1662302;12.43622017;15.82993031;36.74577806;572.3477692
1-11-2019 19:00;1;13.6420786;12.97801854;15.82993031;34.87796083;502.7894722
1-11-2019 20:00;1;13.16049957;13.45944977;15.82993031;38.64580944;547.2307311
1-11-2019 21:00;1;13.16049957;13.45944977;15.82993031;33.11241583;557.3601397
1-11-2019 22:00;1;13.16049957;13.45944977;15.82993031;36.59208194;601.8126506
1-11-2019 23:00;1;13.16049957;13.45944977;15.82993031;40.37280944;689.4458072
1-12-2019 00:00;1;13.69546032;8.997338295;14.92224979;9.520215;144.1794081
1-12-2019 01:00;1;13.69546032;8.997338295;14.92224979;12.80677444;171.0105414
1-12-2019 02:00;1;13.69546032;8.997338295;14.92224979;19.64714;305.1305256
1-12-2019 03:00;1;13.69546032;8.997338295;14.92224979;26.57894778;319.0875658
1-12-2019 04:00;1;13.69546032;8.414801103;14.92224979;32.40210833;331.5525578
1-12-2019 05:00;1;13.69546032;7.978302002;14.92224979;33.34755056;327.9303147
1-12-2019 06:00;1;13.69546032;7.978302002;14.92224979;29.33402611;313.1640767
1-12-2019 07:00;1;13.69546032;7.978302002;14.92224979;20.83044694;219.1967553
1-12-2019 08:00;1;13.69546032;7.978302002;14.92224979;17.88041972;220.8396736
1-12-2019 09:00;1;13.69546032;7.978302002;14.92224979;23.54299944;279.9218303
1-12-2019 10:00;1;13.69546032;7.978302002;14.92224979;26.34176694;282.1053372
1-12-2019 11:00;1;13.69546032;7.978302002;14.92224979;28.15223972;282.8702475
1-12-2019 12:00;1;13.69546032;7.978302002;14.92224979;27.97961528;282.6505472
